City,Lat,Lon,Max Temp (f),Humidity,Cloudiness,Wind Speed,Country,Date
Gilgit,35.9221,74.3087,77.65,44,53,1.9,PK,1655441109
Strängnäs,59.3774,17.0312,59.95,66,87,3.96,SE,1655441110
Carora,10.1755,-70.0827,75.81,73,45,7.74,VE,1655441111
Gōtsuchō,35.0,132.2167,77.09,66,1,8.72,JP,1655440872
Akdepe,42.0551,59.3788,86.09,13,1,10.94,TM,1655441113
Paamiut,61.994,-49.6678,38.53,80,100,16.28,GL,1655441114
Nabire,-3.3667,135.4833,82.38,79,53,2.51,ID,1655440949
Balogo,10.8868,124.7105,88.95,60,41,3.2,PH,1655441116
Quatre Cocos,-20.2078,57.7625,73.09,62,11,10.98,MU,1655441118
San Policarpo,12.1791,125.5072,85.66,69,60,7.92,PH,1655441120
Karagaylinskiy,54.172,86.5521,62.35,76,94,13.29,RU,1655441121
Mercedes,-34.6515,-59.4307,44.64,82,14,7.61,AR,1655441020
Kavaratti,10.5669,72.642,82.67,77,99,13.04,IN,1655441122
Haizhou,34.5817,119.1289,100.9,26,33,3.29,CN,1655441123
Baykit,61.67,96.37,70.95,78,98,7.36,RU,1655441124
Sistranda,63.7256,8.834,51.76,93,99,5.23,NO,1655440837
Līsakovsk,52.5369,62.4936,77.97,42,40,5.59,KZ,1655440875
Makakilo City,21.3469,-158.0858,79.12,66,20,19.57,US,1655441126
Bañón,40.8382,-1.1909,69.06,46,95,4.61,ES,1655441127
Nuuk,64.1835,-51.7216,39.81,81,75,29.93,GL,1655441128
Thongwa,16.7619,96.5278,89.76,60,98,7.67,MM,1655441129
Tataouine,32.9297,10.4518,73.45,47,0,2.86,TN,1655441130
Chumikan,54.7183,135.315,43.61,84,82,8.08,RU,1655441131
Avilés,43.5547,-5.9248,70.18,83,0,2.3,ES,1655441131
Deputatsky,69.3,139.9,52.39,39,84,4.12,RU,1655441133
Sibolga,1.7427,98.7792,85.86,62,90,5.01,ID,1655441134
Sovetskiy,61.3614,63.5842,73.6,36,22,6.69,RU,1655441135
Road Town,18.4167,-64.6167,80.69,73,100,13.0,VG,1655441136
Buckeye,33.3703,-112.5838,102.97,11,0,10.36,US,1655441137
East London,-33.0153,27.9116,55.0,38,88,6.96,ZA,1655440625
Kisangani,0.5167,25.2,70.95,98,100,1.54,CD,1655441138
Kibondo,-3.5864,30.7203,62.55,67,28,1.39,TZ,1655441139
Longyearbyen,78.2186,15.6401,39.04,87,75,9.22,SJ,1655441140
Fallon,39.4735,-118.7774,80.47,10,40,4.61,US,1655441141
Arrondissement de Saumur,47.3333,-0.25,67.84,64,4,4.23,FR,1655441142
Abbotsford,49.058,-122.2526,59.68,93,40,2.3,CA,1655440947
San-Pédro,4.7485,-6.6363,75.06,93,100,8.72,CI,1655441144
Winslow,35.0242,-110.6974,82.58,12,0,8.05,US,1655441145
Novobirilyussy,56.9514,90.6661,65.53,72,84,9.69,RU,1655441146
Inírida,3.8653,-67.9239,70.5,98,76,0.49,CO,1655441146
Chennai,13.0878,80.2785,93.18,68,20,4.0,IN,1655441123
Batagay,67.6333,134.6333,59.11,35,38,11.88,RU,1655441148
Pathein,16.7833,94.7333,90.09,59,95,8.08,MM,1655441149
Tornio,65.8481,24.1466,48.22,76,99,12.33,FI,1655441150
Kahului,20.8947,-156.47,80.62,73,75,19.57,US,1655441151
Havøysund,70.9963,24.6622,39.43,80,100,10.83,NO,1655441152
Zharkent,44.1628,80.0,78.3,37,0,5.66,KZ,1655441153
Beloha,-25.1667,45.05,65.55,52,76,7.94,MG,1655441154
Pacific Grove,36.6177,-121.9166,58.1,86,40,14.97,US,1655440967
Matagami,49.7502,-77.6328,62.71,72,40,8.05,CA,1655441156
Dhidhdhoo,6.8833,73.1,83.26,76,88,11.79,MV,1655441157
Lunsar,8.6833,-12.5333,68.9,98,100,3.22,SL,1655441158
Ust-Kuyga,70.0167,135.6,51.66,43,56,12.41,RU,1655441158
Richards Bay,-28.783,32.0377,52.66,65,28,5.93,ZA,1655441159
Morros,-9.4467,-46.3003,73.9,52,37,1.95,BR,1655441160
Lüderitz,-26.6481,15.1594,54.07,74,0,6.26,NA,1655441161
Vytegra,61.0064,36.4481,47.71,97,100,11.54,RU,1655441162
Yangi Marg`ilon,40.4272,71.7189,79.52,36,85,4.61,UZ,1655440945
Altamont,42.2068,-121.7372,57.04,51,0,6.91,US,1655441164
Dongying,37.4564,118.4856,94.19,36,55,7.09,CN,1655441165
Province of Mantua,45.1667,10.7833,74.35,82,38,3.8,IT,1655441166
Felipe Carrillo Puerto,19.5833,-88.05,73.53,95,78,2.17,MX,1655441167
Tommot,58.9564,126.2925,58.62,86,100,8.5,RU,1655441168
Ryōtsu-minato,38.0833,138.4333,72.3,68,38,7.09,JP,1655441169
Pangai,-19.8,-174.35,80.71,74,40,19.57,TO,1655440654
Aykhal,66.0,111.5,70.92,40,47,5.91,RU,1655441170
Manggar,-2.8833,108.2667,79.66,82,100,5.75,ID,1655441171
Curuçá,-0.7289,-47.8481,71.98,94,65,3.24,BR,1655441032
Katsuura,35.1333,140.3,75.85,79,100,17.29,JP,1655441172
Mehamn,71.0357,27.8492,40.91,87,75,5.75,NO,1655441174
Hambantota,6.1241,81.1185,82.74,89,75,5.75,LK,1655441175
Ketchikan,55.3422,-131.6461,57.67,77,0,14.97,US,1655441176
Stawell,-37.05,142.7667,57.83,59,68,4.5,AU,1655441176
Maumere,-8.6199,122.2111,83.61,68,76,4.16,ID,1655441177
Kloulklubed,7.0419,134.2556,82.9,66,91,3.11,PW,1655441178
Arkhangelsk,64.5401,40.5433,59.11,72,75,4.47,RU,1655441019
Antalaha,-14.9003,50.2788,72.05,74,4,3.0,MG,1655441180
Campbellton,48.0075,-66.6727,55.85,74,79,6.31,CA,1655441181
Shenjiamen,29.9576,122.298,74.55,91,97,13.69,CN,1655441182
Lagoa,39.05,-27.9833,65.08,89,0,8.12,PT,1655441182
Labuhan,-6.8844,112.2051,86.56,67,79,8.66,ID,1655441183
Dubbo,-32.25,148.6167,57.33,67,100,9.22,AU,1655441184
Puerto Real,36.5282,-6.1901,69.96,73,0,4.61,ES,1655441185
Korsakovo,53.2677,37.3569,58.71,79,24,6.87,RU,1655441186
Bonavista,48.6499,-53.1147,47.41,89,2,11.92,CA,1655441186
Moscow,55.7522,37.6156,63.95,57,70,7.02,RU,1655441110
Yabēlo,4.8833,38.0833,59.94,75,60,9.42,ET,1655441188
Gáldar,28.147,-15.6502,68.5,81,38,14.38,ES,1655441189
Santa,17.486,120.4348,93.02,66,31,9.04,PH,1655441132
Bafoulabé,13.8065,-10.8321,81.9,66,84,10.45,ML,1655441190
Kumul,42.8,93.45,89.6,21,93,4.34,CN,1655441191
Bairiki Village,1.3292,172.9752,86.0,70,20,9.22,KI,1655441192
Clonakilty,51.6231,-8.8706,57.09,95,98,10.45,IE,1655441193
Wajima,37.4,136.9,77.68,69,75,14.97,JP,1655441194
Mogzon,51.7435,111.9606,81.14,32,72,3.74,RU,1655441195
Edd,13.9297,41.6925,87.89,63,30,6.85,ER,1655441196
Parrita,9.5201,-84.3225,76.68,87,100,5.26,CR,1655441197
La Baule-Escoublac,47.2922,-2.364,64.06,86,0,0.0,FR,1655441198
Pochutla,15.7432,-96.4661,75.81,87,95,4.09,MX,1655441199
Sheksna,59.21,38.5107,57.16,74,71,9.73,RU,1655441200
Flinders,-34.5833,150.8552,66.18,58,54,5.99,AU,1655441201
Taicheng,38.731,113.228,88.52,26,99,5.99,CN,1655441201
Ust'-Omchug,61.15,149.6333,55.15,66,100,2.66,RU,1655441203
La Paz,-16.5,-68.15,31.98,43,0,3.44,BO,1655440907
Port-Gentil,-0.7193,8.7815,75.18,78,100,9.55,GA,1655441204
Cartagena del Chairá,1.3349,-74.8429,69.8,95,12,1.01,CO,1655441205
Palana,59.1167,159.9667,40.3,98,100,8.14,RU,1655441206
Killybegs,54.6333,-8.45,57.49,96,100,13.24,IE,1655441207
Hede,33.7681,120.2517,94.28,40,32,16.51,CN,1655441208
Chui,-33.6971,-53.4616,54.19,97,100,3.13,UY,1655441209
Tagusao,9.1924,117.8141,87.98,61,9,6.76,PH,1655441210
Ixtapa,20.7,-105.2,79.23,91,100,1.99,MX,1655441211
George Town,5.4112,100.3354,87.75,74,40,8.05,MY,1655441079
Anadyr,64.75,177.4833,63.1,48,0,20.13,RU,1655441213
Srikakulam,18.3,83.9,91.38,58,87,15.7,IN,1655441213
General Roca,-39.0333,-67.5833,52.63,51,46,22.32,AR,1655441214
Puerto del Rosario,28.5004,-13.8627,69.55,68,75,19.57,ES,1655441215
Kollo,13.3043,2.339,82.83,64,86,6.15,NE,1655441216
Klaksvík,62.2266,-6.589,52.72,99,100,24.92,FO,1655441217
Cedar City,37.6775,-113.0619,76.17,9,0,10.36,US,1655441200
Nässjö,57.6531,14.6968,54.52,63,7,3.69,SE,1655441218
Kutum,14.2,24.6667,78.57,24,100,8.99,SD,1655441219
Salalah,17.0151,54.0924,86.09,89,75,6.91,OM,1655441220
Kashgar,39.4547,75.9797,83.41,10,0,11.18,CN,1655441221
San Buenaventura,27.0833,-101.5333,88.48,36,0,8.99,MX,1655441222
Hudson Bay,52.85,-102.3842,52.0,93,52,5.17,CA,1655441223
Mnogovershinnyy,53.9353,139.9242,58.53,66,100,5.37,RU,1655441223
Hamilton,39.1834,-84.5333,81.5,86,0,8.05,US,1655441103
Aksu,41.1231,80.2644,86.14,14,85,7.56,CN,1655441225
Bemidji,47.4736,-94.8803,56.55,82,0,3.44,US,1655441136
Longhua,23.6137,114.1919,81.41,89,100,5.12,CN,1655441227
Tervel Municipality,43.75,27.4,70.23,57,56,5.91,BG,1655441228
Bereda,43.2686,-7.5406,62.15,100,97,0.45,ES,1655441229
San Patricio,28.017,-97.5169,83.89,87,2,7.83,US,1655441230
La Ronge,55.1001,-105.2842,55.65,82,100,10.36,CA,1655441231
Portland,45.5234,-122.6762,62.55,69,75,10.36,US,1655441026
Kaoma,-14.7833,24.8,50.76,64,2,5.32,ZM,1655441233
Sakakah,29.9697,40.2064,89.17,17,0,13.6,SA,1655441052
Eresós,39.1667,25.9333,68.9,66,0,12.71,GR,1655441235
Yining,29.0361,114.5636,88.21,45,100,4.14,CN,1655441236
Atbasar,51.8,68.3333,76.57,37,18,6.31,KZ,1655441237
Salinópolis,-0.6136,-47.3561,77.31,81,61,6.58,BR,1655441238
Sorong,-0.8833,131.25,83.86,69,53,5.73,ID,1655441239
Fort Nelson,58.8053,-122.7002,56.79,88,100,3.44,CA,1655441117
São José da Coroa Grande,-8.8978,-35.1478,73.22,91,100,8.16,BR,1655441241
Watertown,42.3709,-71.1828,67.91,72,100,14.97,US,1655441026
Whitehorse,60.7161,-135.0538,70.57,33,40,5.75,CA,1655441119
Opuwo,-18.0607,13.84,54.57,45,1,6.35,NA,1655441050
Carson City,39.1638,-119.7674,72.43,29,0,18.41,US,1655441242
Virovitica,45.8319,17.3839,63.39,89,44,2.46,HR,1655441244
Nouakchott,18.0858,-15.9785,78.73,67,34,19.66,MR,1655441245
Saint George,37.1041,-113.5841,91.99,7,0,0.0,US,1655441246
Waingapu,-9.6567,120.2641,85.08,63,77,16.71,ID,1655441248
Puerto Escondido,15.85,-97.0667,77.74,82,99,6.96,MX,1655440950
Seoul,37.5683,126.9778,81.79,61,75,4.61,KR,1655441172
Bay City,43.5945,-83.8889,74.41,55,0,11.5,US,1655441250
Ambulu,-8.345,113.6058,84.51,74,45,6.55,ID,1655441251
Mana,5.6592,-53.7767,75.45,89,95,4.5,GF,1655441252
Ambilobe,-13.2,49.05,72.79,82,74,3.0,MG,1655441253
Pisco,-13.7,-76.2167,60.85,82,3,6.91,PE,1655441253
Nago,26.5881,127.9761,83.25,90,100,6.02,JP,1655441254
Tāybād,34.74,60.7756,89.33,19,33,21.72,IR,1655441256
Vilcún,-38.65,-72.2333,43.54,91,100,7.36,CL,1655441257
Kamenka,51.3223,42.7678,61.56,80,37,7.09,RU,1655441258
‘Ewa Beach,21.3156,-158.0072,80.55,65,20,19.57,US,1655441258
Canutama,-6.5339,-64.3831,70.84,99,53,1.66,BR,1655441259
Santa Marta,11.2408,-74.199,82.45,74,75,11.5,CO,1655441260
Odda,60.0691,6.5457,58.77,90,92,5.75,NO,1655441261
Rocha,-34.4833,-54.3333,52.32,93,98,3.8,UY,1655441262
Harper,4.375,-7.7169,76.69,86,100,14.41,LR,1655441263
Galle,6.0367,80.217,82.6,74,97,10.96,LK,1655441263
Banda Aceh,5.5577,95.3222,85.15,69,54,7.7,ID,1655441264
Severomuysk,56.1481,113.4267,63.82,37,86,2.68,RU,1655441265
Sinnamary,5.3833,-52.95,76.03,86,95,4.25,GF,1655441266
Talnakh,69.4865,88.3972,54.21,84,100,5.3,RU,1655441093
Port Lincoln,-34.7333,135.8667,59.86,62,0,9.98,AU,1655441268
Luocheng,29.3848,104.0286,88.38,48,77,3.33,CN,1655441269
Laguna de Duero,41.5815,-4.7233,68.4,76,0,9.22,ES,1655441270
Kenora,49.8167,-94.4337,63.57,67,20,9.22,CA,1655441009
Salé,34.0389,-6.8166,66.74,100,40,0.0,MA,1655441271
Cabedelo,-6.9811,-34.8339,74.07,91,18,8.68,BR,1655441272
Bilibino,68.0546,166.4372,63.43,24,27,3.42,RU,1655441273
Novosheshminsk,55.0651,51.2338,64.29,81,26,6.49,RU,1655441274
Garoowe,8.4054,48.4845,80.4,50,100,24.85,SO,1655441275
Pangnirtung,66.1451,-65.7125,28.33,97,94,2.42,CA,1655441276
Bo Rai,12.5728,102.5371,89.65,61,80,4.88,TH,1655441277
Chapais,49.7834,-74.8492,67.78,93,34,10.65,CA,1655441278
Kedrovyy,56.1667,91.8167,66.87,60,22,9.4,RU,1655441279
Kayerkan,69.3497,87.7602,53.53,100,100,11.95,RU,1655441280
Staryy Nadym,65.6118,72.6842,63.27,32,75,13.18,RU,1655441280
Isangel,-19.55,169.2667,79.63,84,92,12.1,VU,1655441281
Tawao,4.2498,117.8871,86.13,74,38,5.99,MY,1655441282
Ngunguru,-35.6167,174.5,59.13,77,100,5.77,NZ,1655441283
Batemans Bay,-35.7167,150.1833,60.1,69,81,9.64,AU,1655441284
Qui Nhon,13.7667,109.2333,89.49,62,33,15.14,VN,1655441143
Maamba,-17.3667,27.15,55.65,52,0,2.44,ZM,1655441286
Kalmunai,7.4167,81.8167,82.27,71,100,5.12,LK,1655441287
Alakurtti,66.9672,30.3491,41.94,89,100,14.09,RU,1655441288
Shakhtinsk,49.71,72.5872,74.03,37,14,8.28,KZ,1655441289
Naples,40.8333,14.25,73.74,81,0,1.14,IT,1655441044
Drăgăneşti,45.7833,27.4667,66.69,63,27,0.16,RO,1655441291
Broome,42.2506,-75.833,71.71,94,0,5.75,US,1655441292
Gagra,43.3283,40.2239,72.52,69,2,3.15,GE,1655441292
Dzilam González,21.2833,-88.9333,73.96,93,10,4.88,MX,1655441293
Hirara,24.8,125.2833,82.67,94,75,13.8,JP,1655441294
Carutapera,-1.195,-46.02,72.37,95,32,4.5,BR,1655441295
Alyangula,-13.8483,136.4192,80.44,60,88,13.2,AU,1655441296
Yerofey Pavlovich,53.9667,121.9667,80.85,24,88,0.58,RU,1655441298
Cairo,30.0626,31.2497,75.96,73,75,10.36,EG,1655441015
Verkhnetulomskiy,68.6073,31.7962,41.13,91,100,10.58,RU,1655441299
Takaungu,-3.6837,39.8566,77.99,81,82,11.56,KE,1655441300
Impfondo,1.6381,18.0667,70.84,99,100,2.48,CG,1655441301
Thinadhoo,0.5333,72.9333,83.52,72,98,9.19,MV,1655441302
Kupang,-10.1667,123.5833,86.4,59,40,15.39,ID,1655441303
Totolapan,18.5167,-96.1833,72.81,95,3,4.54,MX,1655441304
Khasan,42.4308,130.6434,64.81,89,100,1.83,RU,1655441305
Bambous Virieux,-20.3428,57.7575,73.22,94,20,3.44,MU,1655441306
Rangpo,27.1833,88.5333,82.67,84,69,3.83,IN,1655441307
Nizhnyaya Tavda,57.6731,66.1725,72.66,52,2,3.18,RU,1655441308
Răducăneni,46.95,27.9333,67.21,64,50,5.14,RO,1655441309
Mithi,24.7318,69.7981,94.86,47,5,20.87,PK,1655441309
Saurimo,-9.6608,20.3916,55.99,48,23,5.91,AO,1655441311
Sobolevo,54.4299,31.8996,54.77,92,100,4.63,RU,1655441312
Zaysan,47.4667,84.8667,72.36,40,69,10.74,KZ,1655441313
Yatou,37.15,122.3833,78.17,68,100,7.54,CN,1655441314
Bellmead,31.594,-97.1089,83.62,61,0,5.75,US,1655441315
El Rodeo (El Naranjo),21.4667,-98.6,72.64,90,61,1.66,MX,1655441316
Río Gallegos,-51.6226,-69.2181,30.25,74,0,10.36,AR,1655441317
Wagar,16.1525,36.2032,89.33,33,9,16.37,SD,1655441318
Dicabisagan,17.0818,122.4157,90.03,62,12,10.56,PH,1655441318
Ust'-Shonosha,61.1531,41.343,57.87,74,16,11.3,RU,1655441319
Iwanai,42.9744,140.5089,62.13,92,95,4.5,JP,1655441320
Petropavlovsk-Kamchatskiy,53.0452,158.6483,57.79,67,20,17.9,RU,1655441321
Shimoda,34.6667,138.95,75.56,80,100,14.63,JP,1655441322
Kurgan,55.45,65.3333,70.95,66,40,8.1,RU,1655441095
Praia,14.9215,-23.5087,73.94,78,75,9.22,CV,1655441323
Krasnosel'kup,65.7,82.4667,70.05,61,99,15.05,RU,1655441324
Calama,-22.4667,-68.9333,34.29,37,0,13.8,CL,1655441192
Owosso,42.9978,-84.1766,75.65,56,0,4.61,US,1655441326
Nizwá,22.9333,57.5333,100.72,25,60,1.77,OM,1655441328
Plaster Rock,46.9065,-67.39,61.32,75,80,12.53,CA,1655441329
Auki,-8.7676,160.7034,83.66,68,9,2.82,SB,1655441330
Bauchi,10.5,10.0,72.63,88,100,5.14,NG,1655441331
Nemuro,43.3236,145.575,55.0,95,89,5.59,JP,1655441333
Vidim,56.4088,103.1106,61.97,96,100,4.68,RU,1655441334
São Domingos,-13.3983,-46.3183,61.86,53,1,5.99,BR,1655441334
Cap Malheureux,-19.9842,57.6142,73.47,76,5,4.0,MU,1655441335
Revda,56.801,59.9303,67.8,80,63,7.11,RU,1655441336
Dunedin,-45.8742,170.5036,45.81,65,21,5.84,NZ,1655441112
Itupiranga,-5.1347,-49.3267,73.72,86,88,2.13,BR,1655441338
Pascagoula,30.3658,-88.5561,82.44,95,0,0.0,US,1655441152
Sabang,5.8933,95.3214,82.31,75,79,7.61,ID,1655441339
Dalvik,65.9702,-18.5286,49.93,69,100,2.01,IS,1655441340
Zaozyornoye,45.1582,33.2787,67.69,59,2,3.62,UA,1655441341
Launceston,-41.45,147.1667,55.35,66,40,4.61,AU,1655441341
Bambanglipuro,-7.95,110.2833,84.6,69,80,6.71,ID,1655441342
Haslett,42.747,-84.4011,75.15,61,0,15.14,US,1655441343
Isla Mujeres,21.2311,-86.731,80.17,84,63,11.61,MX,1655441344
Muros,42.7762,-9.0603,63.09,94,82,2.39,ES,1655441345
Chapada dos Guimarães,-15.4606,-55.7497,65.86,62,64,5.41,BR,1655441346
Kokomo,40.4864,-86.1336,79.21,66,0,8.05,US,1655441100
Karratha,-20.7377,116.8463,81.7,34,95,15.88,AU,1655441347
St. Pete Beach,27.7253,-82.7412,84.25,71,40,1.99,US,1655441348
Newbury,51.4003,-1.3206,60.3,82,92,6.64,GB,1655441349
Acapulco de Juárez,16.8634,-99.8901,77.67,81,100,3.11,MX,1655441349
Puri,19.8,85.85,90.12,74,98,20.45,IN,1655441350
Goderich,43.7501,-81.7165,68.32,64,18,5.75,CA,1655441351
Sirte,31.2089,16.5887,73.71,78,0,5.55,LY,1655441352
Kūstī,13.1629,32.6635,87.31,50,87,13.02,SD,1655441353
Mujiayingzi,42.1167,118.7833,86.2,32,73,9.24,CN,1655441354
Matara,5.9485,80.5353,83.66,70,99,10.76,LK,1655441355
Cumberland,35.0502,-78.8664,73.9,82,20,10.36,US,1655441355
Tromsø,69.6496,18.957,49.37,81,75,4.61,NO,1655441157
Hanna,51.6334,-111.9018,58.86,77,100,5.01,CA,1655441238
Tual,-5.6667,132.75,81.79,78,25,14.05,ID,1655441358
Pala,9.3642,14.9046,69.64,90,100,5.93,TD,1655441359
Clyde River,70.4692,-68.5914,30.43,100,100,24.16,CA,1655441359
Tateyama,34.9833,139.8667,78.1,80,100,20.98,JP,1655441360
Tuntum,-5.2581,-44.6489,74.71,77,93,0.92,BR,1655441362
Narathiwat,6.3333,101.75,98.51,59,85,4.56,TH,1655441362
Bayan,46.0833,127.4,70.93,72,93,12.77,CN,1655441363
Golden,39.7555,-105.2211,78.66,47,0,13.8,US,1655441364
Konya Province,38.1667,32.5,62.08,67,5,7.56,TR,1655441365
Yerbogachën,61.2767,108.0108,77.77,33,98,8.57,RU,1655441365
Cabuyaro,4.2817,-72.794,70.11,92,83,1.92,CO,1655441366
Sunland Park,31.7965,-106.58,82.62,42,75,19.57,US,1655441367
Puerto Concordia,2.6221,-72.7572,71.85,90,67,0.34,CO,1655441368
Dwārka,22.2394,68.9678,86.81,72,66,14.61,IN,1655441368
Elko,41.0002,-115.5012,78.82,20,3,7.23,US,1655441369
Ouadda,8.0777,22.4007,68.14,94,60,2.33,CF,1655441370
Santa Maria,-29.6842,-53.8069,62.73,96,100,4.05,BR,1655441169
Yuzhno-Kurilsk,44.0306,145.8556,58.77,84,42,1.97,RU,1655441371
Bongor,10.2806,15.3722,75.94,80,100,8.68,TD,1655441372
Nyurba,63.2842,118.3319,68.47,35,2,7.47,RU,1655441373
Natalio,-26.7167,-55.0833,62.13,98,92,5.3,PY,1655441374
Hopewell,37.3043,-77.2872,77.14,82,100,5.14,US,1655441086
Poltavka,54.3663,71.7632,73.36,47,64,11.83,RU,1655441376
Mizdah,31.4451,12.9801,68.2,61,0,4.65,LY,1655441376
Taltal,-25.4,-70.4833,53.71,82,2,1.21,CL,1655441290
